Device,Phase Reward,Recyclable Score,CO2 Emission Saved,Other Savings,CPU,Memory,Battery,Display,Keyboard,Plastics,Metals,Copper,Aluminum,Gold,Silver,Lead,Tin,Nickel,Zinc
Game Console,52.12,1,0.42,14.42,35.0,19.0,,48.0,,36,29.0,1.44,0.0,3.05,0.0,3.14,3.38,2.28,0.0
Desktop,51.41,0,3.4,6.07,47.0,11.0,,,16.0,13,19.0,1.57,0.17,1.46,4.96,2.36,0.52,3.5,4.22
Accessories,24.32,1,3.66,11.12,,,,,,42,46.0,2.55,1.6,2.79,0.0,4.76,2.78,0.0,0.99
Washing Machine,56.85,0,1.78,2.02,,,,,,41,15.0,0.0,0.0,4.07,2.5,3.04,4.35,4.17,0.0
Hard Drive,20.24,0,0.44,3.02,,27.0,,,,31,22.0,4.44,1.12,4.77,0.0,0.0,0.22,0.57,4.43
Mobile,57.47,0,3.56,0.76,25.0,33.0,48.0,30.0,,22,28.0,2.18,4.6,0.69,1.25,0.02,3.55,2.69,0.0
Accessories,32.6,0,4.57,13.88,,,,,,17,43.0,0.82,0.0,1.02,3.36,0.0,0.0,0.38,0.85
UPS,78.52,1,6.6,9.86,,,45.0,,,43,38.0,4.62,0.83,2.14,3.25,4.44,3.9,2.15,1.06
Hard Drive,25.38,0,2.08,11.9,,30.0,,,,38,35.0,3.54,3.84,0.0,3.17,4.33,4.12,0.0,0.0
Set-top Box,99.33,1,5.85,7.14,40.0,47.0,,,,25,22.0,0.49,3.51,0.0,0.0,0.0,2.22,0.25,2.31
Other,88.27,0,9.35,1.19,,,,,,44,49.0,4.29,2.24,1.48,2.63,2.81,1.43,3.07,0.09
Scanner,58.85,0,1.07,10.44,,,,18.0,,35,50.0,4.35,2.53,2.12,0.0,1.23,0.0,1.6,0.68
Other,25.63,1,0.63,11.7,,,,,,44,23.0,0.44,2.19,3.99,4.03,0.0,0.0,0.0,0.0
Other,95.69,0,2.1,1.71,,,,,,39,14.0,0.0,4.89,0.0,3.89,4.1,0.0,3.24,3.52
Microwave,85.35,1,1.98,13.74,,,,,,45,42.0,2.15,0.0,0.0,4.67,2.89,1.45,2.63,4.88
Fax Machine,29.65,1,5.36,12.25,,,,27.0,17.0,34,48.0,2.55,4.58,3.98,2.73,0.19,0.51,4.58,2.76
Laptop,99.43,1,4.73,3.76,45.0,17.0,41.0,36.0,11.0,28,17.0,4.54,3.44,0.0,2.99,1.3,0.0,4.23,1.06
Laptop,29.86,1,8.5,10.68,25.0,38.0,11.0,18.0,44.0,17,11.0,2.49,0.0,2.45,0.0,2.57,0.0,0.0,0.86
Scanner,37.73,1,9.49,11.5,,,,48.0,,33,19.0,1.16,2.98,0.11,0.0,1.7,0.0,3.63,2.91
Other,58.73,1,1.13,1.35,,,,,,14,11.0,0.0,0.02,0.0,0.19,2.53,3.65,2.16,0.13
Server,68.71,1,9.64,6.6,41.0,10.0,,,,49,33.0,0.89,3.5,0.0,3.76,2.55,1.57,1.67,0.0
Accessories,94.05,0,3.8,13.32,,,,,,50,41.0,2.21,1.62,0.0,1.01,3.79,0.0,4.42,3.13
Air Conditioner,40.81,1,9.76,5.61,,,,,,18,31.0,0.78,0.0,0.0,4.57,1.42,2.55,2.97,0.35
Coffee Machine,90.88,0,7.29,14.93,,,,,,47,13.0,0.0,0.0,3.87,0.0,0.0,1.97,1.37,3.91
Scanner,69.6,1,0.56,10.52,,,,38.0,,34,19.0,1.49,4.15,4.11,0.55,1.5,0.0,2.75,3.66
Microwave,61.48,0,5.82,14.14,,,,,,41,15.0,0.0,1.21,2.78,1.93,2.86,3.84,0.5,0.0
Set-top Box,94.82,1,5.07,3.62,44.0,40.0,,,,43,19.0,0.66,0.62,0.0,1.54,0.0,3.0,3.13,4.08
Mobile,68.02,1,1.28,0.81,35.0,12.0,29.0,28.0,,42,36.0,0.0,0.0,2.93,0.63,2.17,3.8,3.54,1.19
Microwave,90.16,0,7.11,11.8,,,,,,12,22.0,1.61,0.0,2.62,0.44,2.22,0.0,0.0,0.91
Fax Machine,48.83,0,5.07,14.7,,,,19.0,40.0,18,45.0,0.36,1.26,0.0,3.84,1.33,0.0,4.24,1.77
Desktop,56.62,0,2.83,13.35,43.0,12.0,,,37.0,42,12.0,3.72,0.0,0.0,0.93,3.77,4.12,4.84,2.18
Accessories,73.38,1,5.64,1.44,,,,,,42,45.0,0.0,4.1,0.0,4.93,1.93,0.0,0.0,3.68
Refrigerator,25.19,0,1.33,6.63,,,,,,38,44.0,4.44,2.25,1.65,0.0,0.0,4.49,4.82,2.75
Mobile,59.55,0,1.03,13.94,13.0,42.0,46.0,43.0,,50,46.0,3.43,3.45,0.0,0.59,3.81,5.0,0.0,0.0
Camera,65.79,1,9.33,9.89,,16.0,,10.0,,18,21.0,0.0,0.28,4.08,1.13,0.0,0.0,0.37,0.0
Printer,80.49,0,7.84,13.43,,49.0,,,30.0,17,26.0,2.03,0.94,3.87,4.87,1.17,1.12,0.05,4.62
Fax Machine,58.68,1,1.42,9.26,,,,14.0,10.0,50,16.0,1.83,0.17,1.12,0.0,0.45,2.05,3.42,0.0
Router,59.28,1,0.45,10.34,32.0,46.0,,,,33,36.0,3.83,0.91,1.25,3.74,1.81,2.86,4.63,0.0
Washing Machine,55.11,1,7.57,0.78,,,,,,45,17.0,3.25,2.81,0.0,0.36,0.0,0.0,2.27,0.02
Refrigerator,20.72,0,9.13,4.51,,,,,,14,15.0,0.0,1.98,3.35,0.0,4.88,1.83,0.0,4.06
Laptop,49.06,1,7.21,5.91,44.0,13.0,34.0,27.0,46.0,29,24.0,0.0,3.45,4.24,2.1,0.0,0.0,0.13,0.0
Laptop,97.46,1,1.49,14.7,25.0,28.0,22.0,12.0,21.0,22,29.0,0.0,0.0,3.43,0.0,1.78,3.33,3.91,0.74
Coffee Machine,35.16,0,7.26,4.59,,,,,,10,17.0,0.0,0.0,0.0,4.76,1.44,0.08,2.96,0.0
Monitor,84.8,1,2.21,10.66,,,,32.0,,34,48.0,2.81,2.22,3.25,0.0,0.0,3.82,3.64,0.0
Television,61.65,0,5.03,13.5,,,,37.0,,38,16.0,3.85,4.08,0.0,3.14,2.38,0.0,0.63,0.0
Router,88.51,0,9.87,12.8,25.0,18.0,,,,30,24.0,2.76,0.0,0.0,4.1,0.33,0.0,4.69,0.0
Hard Drive,48.85,1,10.0,2.0,,13.0,,,,43,46.0,1.94,1.03,0.0,4.49,0.0,4.99,1.92,1.89
Router,69.89,1,0.09,2.66,35.0,49.0,,,,31,44.0,1.25,3.58,4.85,4.9,1.44,0.46,3.4,0.0
Laptop,95.63,1,3.95,7.67,23.0,40.0,24.0,27.0,47.0,12,29.0,0.47,0.0,0.89,0.0,0.0,4.68,0.18,0.79
UPS,26.66,0,6.48,14.21,,,25.0,,,11,38.0,1.76,3.84,3.7,3.77,0.0,0.0,2.42,4.41
UPS,42.39,0,0.06,13.42,,,30.0,,,36,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.37
Projector,55.03,0,4.61,0.66,,,,31.0,,17,22.0,1.08,2.67,0.0,0.0,0.0,1.12,0.81,1.68
Coffee Machine,55.89,0,1.34,4.53,,,,,,24,28.0,4.79,1.16,4.01,0.0,0.14,4.35,0.0,2.05
Hard Drive,73.99,0,3.33,9.04,,10.0,,,,39,28.0,0.0,1.69,3.11,3.29,0.0,1.01,4.08,0.28
Television,61.94,1,6.74,11.37,,,,17.0,,17,12.0,4.69,2.97,3.35,1.46,0.0,0.0,0.1,2.22
Smartwatch,20.83,0,5.64,1.8,41.0,43.0,31.0,14.0,,38,,2.56,3.39,1.65,0.0,0.0,0.0,4.22,1.07
Router,44.68,1,2.34,8.53,11.0,44.0,,,,14,26.0,0.0,1.18,2.93,0.0,4.69,0.0,0.0,1.11
Printer,63.74,0,6.64,0.88,,44.0,,,28.0,28,46.0,0.0,2.76,3.6,4.73,0.87,1.28,4.77,0.0
Set-top Box,24.62,1,4.68,6.27,47.0,12.0,,,,14,10.0,0.0,4.86,1.18,2.49,1.62,0.69,3.49,4.73
Printer,51.56,0,4.5,3.01,,12.0,,,11.0,46,30.0,2.18,0.0,0.0,0.12,0.0,0.0,4.13,0.71
Other,51.87,1,7.21,1.11,,,,,,21,21.0,0.0,0.0,3.42,0.11,0.18,0.0,0.26,1.33
Scanner,86.43,0,1.49,5.5,,,,44.0,,46,36.0,0.0,4.83,4.88,0.0,4.45,2.62,3.31,0.0
Coffee Machine,58.51,0,8.51,2.92,,,,,,14,13.0,3.42,2.92,2.16,2.91,3.53,3.55,4.9,3.42
Laptop,70.89,1,0.01,3.38,46.0,18.0,38.0,14.0,10.0,36,15.0,4.29,4.95,0.0,0.0,4.78,0.0,0.0,4.38
Camera,49.98,0,6.92,14.45,,27.0,,27.0,,35,28.0,0.0,3.93,0.0,1.75,2.9,0.0,1.15,0.0
Hard Drive,62.57,1,1.62,6.93,,26.0,,,,29,24.0,0.0,4.03,4.64,1.99,0.0,0.0,1.64,0.0
Projector,81.49,1,0.75,10.22,,,,27.0,,45,35.0,4.04,0.33,4.59,0.0,0.72,4.85,0.0,3.25
Fax Machine,35.38,1,7.59,1.08,,,,42.0,17.0,25,29.0,0.0,3.15,1.18,0.0,2.1,2.54,0.49,1.13
Laptop,75.78,1,4.3,7.01,46.0,13.0,47.0,15.0,46.0,33,20.0,0.0,0.0,0.0,1.21,0.0,4.72,0.48,0.0
Smartwatch,95.83,1,7.28,2.75,13.0,23.0,48.0,28.0,,26,,0.0,0.0,1.63,3.58,1.05,2.92,0.22,0.0
Television,52.29,0,1.45,13.99,,,,46.0,,40,29.0,0.07,4.47,0.0,0.0,3.89,0.0,0.0,4.35
Modem,73.58,0,3.98,14.64,13.0,33.0,,,,48,20.0,0.0,0.0,4.35,1.34,1.48,2.15,2.13,0.0
Hard Drive,44.01,0,8.55,3.43,,42.0,,,,23,42.0,4.1,3.12,3.31,1.56,0.22,0.0,1.5,0.83
Microwave,33.07,0,6.05,7.9,,,,,,29,33.0,0.5,0.0,0.0,1.16,0.04,0.0,1.33,0.86
Other,34.51,1,3.1,6.81,,,,,,30,49.0,2.08,0.0,0.46,2.18,0.0,0.56,0.0,4.92
Printer,40.12,0,5.08,10.98,,36.0,,,44.0,42,29.0,0.0,1.28,3.77,1.43,4.84,0.89,4.15,1.86
Hard Drive,64.53,1,7.22,5.73,,40.0,,,,21,28.0,1.59,1.87,1.23,0.0,3.06,4.44,3.69,0.0
Coffee Machine,86.45,0,6.97,7.51,,,,,,16,11.0,0.0,3.54,0.0,0.0,3.91,0.0,1.86,0.0
Tablet,24.16,0,3.72,1.55,37.0,21.0,23.0,17.0,,18,33.0,0.0,3.87,4.01,4.13,3.84,0.34,2.52,4.16
Coffee Machine,96.94,0,3.62,4.4,,,,,,29,10.0,3.99,0.0,2.64,3.56,0.14,1.04,1.24,0.84
Tablet,66.62,1,0.78,2.39,16.0,49.0,45.0,30.0,,22,46.0,1.46,1.87,3.84,0.0,0.0,3.53,2.43,2.58
Refrigerator,22.4,0,2.04,9.4,,,,,,10,37.0,0.0,0.56,3.31,4.44,3.78,0.99,4.4,0.0
Camera,32.22,0,1.81,2.23,,34.0,,33.0,,50,48.0,0.0,0.0,1.87,0.0,4.97,0.0,0.0,3.94
Game Console,83.59,1,6.69,4.66,32.0,39.0,,32.0,,40,41.0,0.0,3.13,0.0,1.62,0.0,2.43,0.0,2.98
Mobile,35.96,1,1.33,9.59,22.0,35.0,35.0,42.0,,50,23.0,1.05,2.82,0.67,0.0,0.21,0.0,3.36,3.07
Desktop,22.5,1,1.12,7.38,50.0,16.0,,,22.0,26,42.0,0.0,3.01,4.41,2.05,0.52,0.0,0.5,2.69
Air Conditioner,94.23,0,5.94,4.81,,,,,,25,43.0,1.97,0.0,0.0,0.0,0.85,0.91,0.0,0.0
Server,91.5,0,9.4,8.72,18.0,45.0,,,,18,22.0,4.07,0.0,3.0,2.96,2.03,2.05,1.89,0.0
Camera,37.62,0,2.32,1.14,,21.0,,40.0,,49,34.0,0.0,2.82,1.61,0.5,0.0,2.26,0.75,3.19
Projector,52.38,1,8.31,14.51,,,,11.0,,45,16.0,0.0,3.75,0.58,0.0,4.12,3.59,0.26,1.34
Desktop,44.58,1,7.46,6.6,26.0,41.0,,,27.0,26,23.0,1.05,0.0,0.0,2.99,4.72,1.91,4.23,0.39
UPS,87.79,1,0.79,1.45,,,18.0,,,32,18.0,2.06,2.5,2.38,2.84,0.0,4.27,1.2,1.13
Refrigerator,20.22,0,7.37,4.56,,,,,,50,11.0,4.86,1.06,4.0,2.02,4.32,0.0,0.0,4.99
Tablet,45.05,0,6.55,7.52,26.0,33.0,19.0,16.0,,30,23.0,1.64,0.0,0.0,1.83,4.95,0.0,0.81,0.0
Monitor,77.44,0,7.9,11.06,,,,45.0,,45,12.0,0.0,0.77,1.1,4.1,1.69,1.87,2.66,0.0
Game Console,30.0,0,3.1,6.5,33.0,32.0,,22.0,,36,37.0,4.73,0.0,4.31,2.7,1.82,0.0,4.64,2.63
Projector,60.91,1,0.34,10.74,,,,41.0,,16,48.0,2.29,0.0,2.72,0.0,0.0,1.74,2.56,0.0
Fax Machine,73.61,0,2.63,1.02,,,,29.0,38.0,28,11.0,0.0,0.0,4.93,0.0,3.42,2.36,2.21,4.29
Projector,36.89,1,0.43,9.22,,,,19.0,,12,38.0,2.73,1.92,3.67,3.67,0.73,0.0,0.0,0.0
UPS,96.77,0,6.75,2.2,,,46.0,,,15,13.0,0.16,0.24,1.94,0.0,1.27,2.29,3.19,0.0
Television,50.11,0,5.37,0.04,,,,37.0,,13,35.0,0.0,0.0,3.36,3.68,0.75,1.39,0.0,2.62
Laptop,96.58,0,1.91,14.91,38.0,24.0,16.0,17.0,40.0,47,37.0,1.36,3.66,1.17,4.72,0.0,2.67,0.21,2.79
Camera,36.13,0,3.02,9.58,,41.0,,29.0,,47,49.0,0.0,0.15,0.23,2.75,0.0,2.46,0.0,4.31
Washing Machine,42.04,0,8.88,1.61,,,,,,24,24.0,0.0,1.9,3.63,2.99,0.0,1.56,2.93,0.0
Accessories,50.5,0,3.49,12.42,,,,,,44,48.0,2.11,0.0,0.7,0.4,2.71,2.21,4.01,0.56
Server,66.26,0,4.26,10.02,34.0,26.0,,,,13,22.0,2.36,3.3,0.49,0.62,0.96,1.45,1.32,0.0
Other,61.69,1,8.37,4.85,,,,,,30,25.0,3.4,0.84,3.96,0.0,4.39,0.91,0.0,4.73
Tablet,20.69,1,9.84,5.84,26.0,11.0,10.0,45.0,,18,24.0,1.64,0.0,4.33,2.12,0.71,4.06,0.0,3.68
Refrigerator,37.05,0,1.13,13.17,,,,,,12,25.0,0.0,4.29,1.97,3.05,1.45,0.0,3.55,0.0
Hard Drive,40.24,1,8.76,12.46,,23.0,,,,32,43.0,1.34,3.82,1.15,3.67,1.99,3.46,1.17,3.15
UPS,24.51,0,4.0,10.28,,,11.0,,,14,24.0,2.82,0.0,1.9,2.77,2.51,0.85,3.13,4.7
Printer,62.98,0,6.88,7.99,,43.0,,,27.0,31,28.0,0.0,0.0,0.28,0.8,2.24,3.86,0.0,2.85
Other,49.05,0,3.11,4.63,,,,,,38,37.0,1.05,0.0,4.76,3.81,2.5,0.79,4.52,0.0
Other,79.94,1,9.14,0.5,,,,,,16,21.0,0.0,4.3,3.5,0.91,0.0,4.23,2.3,3.47
Server,78.88,0,4.01,14.22,39.0,41.0,,,,25,39.0,0.0,0.0,4.35,0.0,0.18,0.0,4.23,4.06
Server,60.87,0,3.67,4.06,48.0,19.0,,,,29,38.0,5.0,4.15,0.0,0.0,0.0,2.39,0.0,2.39
UPS,46.53,0,2.41,3.64,,,22.0,,,18,28.0,0.27,3.06,1.16,0.65,2.29,1.63,2.39,1.76
Printer,81.82,1,2.05,1.62,,13.0,,,35.0,11,15.0,1.56,4.34,0.0,2.35,2.44,4.39,3.57,2.66
Server,67.44,0,9.94,13.4,14.0,15.0,,,,31,40.0,0.0,2.44,0.0,3.91,0.0,3.51,4.01,0.41
Monitor,78.92,1,3.16,1.94,,,,45.0,,24,50.0,0.15,0.82,2.49,2.43,4.42,0.0,2.73,4.04
Router,80.15,1,3.7,7.37,37.0,40.0,,,,31,23.0,0.0,0.0,3.54,0.0,3.87,2.28,2.67,2.98
Scanner,44.25,0,4.49,4.63,,,,15.0,,27,25.0,1.56,1.37,2.65,3.3,0.0,3.71,3.45,1.8
Refrigerator,90.82,0,5.09,3.14,,,,,,28,32.0,0.0,0.09,0.0,3.14,2.73,0.0,3.63,4.03
Printer,64.51,0,4.76,3.09,,23.0,,,39.0,13,43.0,1.55,0.0,3.62,0.0,3.65,4.01,4.43,1.19
Washing Machine,68.41,0,9.16,3.52,,,,,,31,23.0,2.55,3.35,0.81,0.0,0.0,4.42,0.23,2.39
Scanner,61.02,1,2.19,8.09,,,,10.0,,46,37.0,0.0,3.27,0.75,0.0,0.34,0.0,0.0,5.0
Camera,79.07,1,9.34,10.99,,46.0,,42.0,,24,30.0,2.95,1.89,0.0,0.0,2.08,0.0,2.31,0.0
Fax Machine,75.53,1,0.72,13.53,,,,17.0,38.0,38,40.0,0.47,0.0,4.25,0.0,1.99,0.0,3.1,3.12
Game Console,74.08,0,5.59,12.72,14.0,32.0,,10.0,,10,45.0,4.8,1.08,2.34,2.4,0.0,0.63,1.0,2.11
Scanner,34.29,0,4.6,5.22,,,,22.0,,22,27.0,4.31,0.0,2.87,4.04,2.23,2.53,0.88,4.14
Printer,31.07,1,7.31,3.1,,40.0,,,39.0,48,37.0,0.0,1.01,0.63,2.94,2.22,2.05,0.4,0.83
Other,50.41,1,0.64,3.85,,,,,,26,26.0,0.0,0.92,1.65,1.26,1.4,1.55,0.55,4.75
Modem,76.88,1,4.41,8.12,15.0,33.0,,,,17,40.0,1.17,2.03,4.35,3.85,0.0,0.14,0.82,0.0
Router,60.6,0,9.63,2.37,18.0,47.0,,,,48,50.0,0.0,3.22,0.0,0.0,1.66,3.0,0.0,0.0
Set-top Box,61.29,1,8.37,13.03,16.0,14.0,,,,50,21.0,4.63,0.0,1.92,0.59,3.97,0.0,3.16,0.0
Coffee Machine,86.94,1,9.81,14.79,,,,,,37,31.0,0.93,4.06,2.0,1.6,4.59,0.0,2.88,0.0
Scanner,47.84,1,9.74,6.7,,,,48.0,,33,50.0,0.0,0.85,3.72,2.79,0.71,0.0,0.6,2.43
Projector,47.23,1,6.92,10.92,,,,35.0,,40,37.0,1.61,4.11,0.75,4.09,3.58,4.76,4.85,0.08
Scanner,58.91,0,1.95,8.78,,,,13.0,,46,46.0,2.75,0.0,0.0,2.99,0.93,0.18,4.45,0.6
Other,45.09,1,1.8,2.69,,,,,,19,15.0,0.2,2.87,2.36,4.17,2.42,3.49,3.98,0.0
Hard Drive,30.97,0,7.31,12.68,,23.0,,,,50,39.0,0.0,0.0,0.0,1.56,3.86,0.0,2.25,0.33
Smartwatch,49.63,1,4.45,8.48,41.0,26.0,15.0,43.0,,49,,1.57,0.0,1.25,0.0,4.23,0.22,3.52,0.68
Server,89.01,0,0.81,3.82,14.0,21.0,,,,22,36.0,0.0,0.0,2.91,4.7,2.6,1.51,0.0,0.15
Camera,67.61,0,6.28,11.69,,37.0,,37.0,,50,25.0,0.0,0.19,0.0,0.0,4.38,4.51,3.51,0.0
Mobile,55.25,0,2.92,14.73,24.0,24.0,43.0,23.0,,15,26.0,1.65,3.64,2.39,3.27,3.15,0.0,4.0,0.0
Air Conditioner,88.16,0,6.51,14.53,,,,,,21,17.0,2.85,3.31,4.16,0.0,0.0,1.19,0.0,4.48
Accessories,33.97,1,1.04,3.81,,,,,,38,27.0,4.41,3.02,1.09,1.4,2.18,1.63,2.99,1.57
Air Conditioner,73.79,1,6.93,7.0,,,,,,18,43.0,0.41,0.0,1.95,0.0,0.0,4.21,0.0,0.59
Server,56.39,0,6.16,1.98,15.0,28.0,,,,41,27.0,1.99,0.53,0.0,0.0,4.93,2.55,0.44,0.0
Projector,29.18,1,7.29,13.09,,,,25.0,,48,34.0,2.96,0.62,0.0,2.2,1.0,2.64,3.86,1.48
Hard Drive,41.88,0,9.2,9.99,,28.0,,,,11,30.0,0.0,2.75,3.74,0.0,3.97,3.39,0.0,4.61
Printer,46.39,0,6.22,14.97,,41.0,,,48.0,14,13.0,2.12,0.1,0.0,0.0,2.71,0.62,0.4,4.39
Modem,33.64,1,8.85,2.15,18.0,43.0,,,,41,22.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,4.54
Desktop,32.7,0,0.38,4.56,13.0,48.0,,,44.0,21,13.0,0.14,4.35,0.91,0.0,4.47,3.7,0.0,0.0
Printer,29.24,0,2.53,0.94,,13.0,,,50.0,10,41.0,0.05,0.47,4.92,1.32,0.0,0.02,0.62,0.17
Server,76.56,0,3.27,11.3,36.0,40.0,,,,37,36.0,0.77,4.92,2.16,0.0,4.69,0.0,4.38,1.21
Set-top Box,65.05,0,5.88,13.77,14.0,47.0,,,,44,43.0,0.58,1.42,4.24,1.68,0.38,1.07,0.0,4.95
Desktop,29.13,1,7.83,0.33,43.0,44.0,,,31.0,26,36.0,2.76,0.0,2.3,1.38,0.45,0.0,1.09,0.22
Desktop,39.3,1,9.25,13.77,39.0,40.0,,,35.0,38,39.0,0.0,3.44,0.0,1.65,1.25,4.14,1.07,1.16
Refrigerator,40.75,0,0.9,3.01,,,,,,23,44.0,4.31,4.97,2.55,1.56,0.0,0.0,1.01,0.0
Refrigerator,45.1,1,0.68,4.52,,,,,,14,40.0,4.21,0.0,0.0,0.0,4.91,0.0,2.55,1.9
Fax Machine,71.69,0,2.37,8.26,,,,22.0,35.0,33,27.0,3.08,0.58,0.0,0.0,4.11,1.54,3.22,0.17
Smartwatch,30.14,1,0.55,10.18,46.0,49.0,22.0,35.0,,14,,3.65,1.19,0.83,3.4,0.56,4.19,4.28,2.91
Projector,75.56,1,4.86,12.17,,,,49.0,,38,39.0,0.73,0.0,0.0,0.0,2.38,0.45,1.03,2.56
Camera,40.62,1,0.5,2.63,,47.0,,33.0,,44,14.0,1.44,0.0,3.42,0.0,2.76,0.0,0.35,3.59
Printer,94.79,1,0.54,1.3,,11.0,,,23.0,49,27.0,2.11,0.92,0.0,2.03,1.16,3.97,1.99,0.0
Refrigerator,31.31,1,4.99,2.87,,,,,,13,22.0,1.85,4.61,0.0,4.3,4.71,0.0,2.62,0.0
Microwave,38.67,1,0.56,6.69,,,,,,39,27.0,0.0,0.0,0.0,0.0,1.46,4.57,0.0,4.36
Laptop,62.48,0,9.74,12.77,23.0,14.0,42.0,18.0,20.0,35,28.0,2.07,4.18,0.05,0.31,2.93,3.74,0.3,0.84
Refrigerator,65.93,1,4.97,10.23,,,,,,15,42.0,4.76,4.99,2.45,0.0,3.97,0.25,2.24,3.64
Fax Machine,92.76,1,4.39,12.54,,,,31.0,33.0,22,43.0,1.71,3.34,0.0,3.93,2.82,3.74,0.19,2.15
Washing Machine,70.05,1,4.44,2.73,,,,,,32,12.0,4.0,0.0,4.82,4.28,0.0,1.28,3.88,4.63
Air Conditioner,54.7,1,1.44,10.05,,,,,,26,16.0,0.11,3.9,0.0,2.47,0.53,0.0,3.93,3.79
Scanner,28.12,0,1.3,12.15,,,,45.0,,26,50.0,1.93,3.95,1.29,0.0,0.9,2.94,0.0,0.0
Fax Machine,71.49,1,9.86,11.74,,,,41.0,18.0,42,23.0,4.2,2.95,1.28,1.24,0.0,0.63,0.0,0.0
Smartwatch,53.03,1,8.78,4.91,30.0,35.0,30.0,50.0,,24,,1.09,0.0,0.88,0.0,0.49,0.0,2.34,2.23
Camera,61.04,1,3.63,10.24,,17.0,,13.0,,28,35.0,2.64,0.0,4.17,2.27,2.8,1.63,0.0,1.69
Router,81.43,1,0.54,6.66,47.0,45.0,,,,49,31.0,0.0,0.0,1.22,1.99,2.25,0.92,2.42,2.56
Other,69.89,1,7.47,6.76,,,,,,21,49.0,1.88,4.05,4.38,0.0,4.77,3.98,3.07,0.0
Fax Machine,31.15,1,1.14,4.21,,,,15.0,46.0,29,37.0,3.82,3.9,0.25,1.71,3.03,0.0,4.57,0.0
Refrigerator,59.13,1,1.95,4.69,,,,,,27,27.0,1.65,2.52,1.06,1.54,0.0,0.0,1.48,0.0
Projector,42.8,1,8.47,12.9,,,,39.0,,40,36.0,0.0,1.34,4.57,2.88,2.58,1.47,0.0,0.0
Hard Drive,99.9,1,5.49,5.37,,13.0,,,,44,30.0,3.52,4.18,3.39,0.28,4.7,1.77,2.78,1.97
Desktop,99.9,1,8.42,4.94,48.0,16.0,,,31.0,11,42.0,2.9,2.25,4.42,4.89,4.68,0.31,3.92,4.78
Fax Machine,84.45,1,8.79,13.5,,,,24.0,17.0,41,16.0,2.51,4.04,0.0,1.68,0.0,1.13,3.13,0.0
Mobile,28.73,0,2.93,3.43,31.0,29.0,33.0,29.0,,31,36.0,4.51,0.05,2.13,0.0,0.0,1.79,2.78,2.84
Television,24.2,0,6.65,6.13,,,,14.0,,43,40.0,4.18,0.0,1.01,4.04,0.57,2.19,4.75,0.07
Game Console,94.07,1,5.94,0.1,16.0,19.0,,25.0,,38,14.0,0.0,2.27,0.02,1.96,0.0,2.0,4.47,4.58
Air Conditioner,69.4,1,0.14,0.88,,,,,,19,14.0,0.0,3.82,1.82,3.22,0.0,3.09,1.25,0.0
Laptop,78.18,0,9.19,3.8,49.0,47.0,50.0,22.0,26.0,17,11.0,0.52,0.86,2.51,1.97,0.0,2.59,0.0,3.39
Game Console,75.07,1,5.0,10.57,47.0,11.0,,50.0,,23,18.0,3.8,4.88,2.55,0.5,0.0,0.0,1.58,0.0
Other,70.26,1,9.77,6.8,,,,,,37,31.0,4.48,2.68,2.52,0.0,2.53,0.0,1.4,2.67
Hard Drive,45.85,1,5.14,4.18,,11.0,,,,22,24.0,4.56,3.61,3.04,0.0,0.39,4.34,0.0,0.0
Set-top Box,39.94,1,2.59,11.15,34.0,10.0,,,,32,12.0,4.06,0.0,0.0,0.0,4.17,3.36,1.58,4.11
Tablet,20.87,1,3.98,2.16,29.0,23.0,46.0,24.0,,27,40.0,3.66,0.0,0.0,1.83,0.39,0.0,0.0,0.0
Accessories,52.12,1,4.92,1.06,,,,,,44,44.0,2.32,3.21,0.03,2.07,0.94,4.8,0.0,0.0
Accessories,62.02,1,5.24,4.01,,,,,,22,40.0,3.23,1.41,0.0,0.0,3.31,4.87,0.0,0.09
Mobile,36.15,1,8.75,5.71,48.0,39.0,35.0,23.0,,48,33.0,1.58,4.82,1.56,0.0,0.0,0.0,0.0,3.52
Air Conditioner,47.85,1,1.26,4.66,,,,,,10,41.0,1.57,0.29,0.0,2.0,1.79,4.26,0.0,4.91
Air Conditioner,75.03,1,1.75,11.06,,,,,,23,50.0,0.0,3.31,0.04,2.52,0.0,0.0,3.35,1.14
Washing Machine,77.37,0,0.93,8.77,,,,,,29,24.0,2.62,0.0,0.0,3.95,1.52,0.0,0.0,2.02
Air Conditioner,81.92,1,8.67,5.41,,,,,,10,44.0,3.27,3.87,0.0,2.42,1.42,2.29,4.49,0.0
Printer,29.72,1,2.6,5.64,,23.0,,,48.0,14,11.0,3.25,3.84,0.0,0.48,0.04,0.0,2.54,0.0
Game Console,22.87,0,0.31,11.93,20.0,20.0,,49.0,,39,31.0,3.56,1.02,0.5,2.46,0.09,2.94,2.16,4.7
Refrigerator,81.69,0,7.38,14.08,,,,,,18,15.0,0.0,4.03,0.0,0.7,0.0,0.0,2.4,0.17
Washing Machine,72.5,1,6.48,6.99,,,,,,20,13.0,0.0,4.4,0.0,0.0,0.9,1.08,3.99,3.69
Washing Machine,59.78,0,3.6,9.68,,,,,,31,24.0,4.9,0.0,3.08,3.95,4.22,2.45,0.0,1.81
